Risc_1,Risc_2,Risc_3,Risc_4,Risc_5,Risc_6,Risc_7,Risc_8,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5,Signal_6,Signal_7,Signal_8,Voltaggio_1,Voltaggio_2,Voltaggio_3,Voltaggio_4,Voltaggio_5,Voltaggio_6,Voltaggio_7,Voltaggio_8,RH,Data,O3,NO2,CO
130.866101694915,133.171186440678,129.484745762712,128.84406779661,129.633898305085,128.513559322034,140.889830508475,103.235593220339,140992.118644068,80130.7457627119,336468.661016949,781260.830508475,26506472.0338983,17871217.6610169,245462484.067797,91837016.4067797,3.94983050847457,3.87881355932203,3.92169491525423,3.92016949152542,3.90254237288136,3.88016949152542,4.70440677966101,4.27203389830509,8.11864406779661,01-Jan-2020 12,22,35,0.5
130.881355932203,133.133898305085,129.462711864407,128.835593220339,129.584745762712,128.537288135593,140.866101694915,103.215254237288,180641.915254237,81218.5593220339,836356.355932203,1734663.81355932,30223940.7118644,23220463.220339,252875362.169492,93642552.4067797,3.94864406779661,3.87779661016949,3.92084745762711,3.91983050847457,3.90169491525424,3.88050847457627,4.70406779661017,4.27152542372882,8.19830508474576,01-Jan-2020 13,25,34,0.5
130.881355932203,133.152542372881,129.483050847458,128.850847457627,129.589830508475,128.537288135593,140.881355932203,103.2,184659.406779661,81586.1186440678,856178.271186441,1664833.3220339,28996338.0677966,21491346.2372881,252204817.355932,93026551.7288136,3.94830508474576,3.87813559322034,3.92118644067796,3.92,3.90237288135593,3.88118644067796,4.70491525423729,4.27169491525424,8.25084745762712,01-Jan-2020 14,29,31,0.4
130.898305084746,133.15593220339,129.474576271186,128.850847457627,129.601694915254,128.483050847458,140.852542372881,103.257627118644,126105.491525424,78820.8305084746,194433.610169492,329891.457627119,22189786.2711864,13251623.0508475,227526438.508475,83047343.5932203,3.95118644067796,3.87847457627118,3.92135593220339,3.92033898305084,3.90203389830509,3.87898305084746,4.70440677966102,4.27254237288136,8.08474576271187,01-Jan-2020 15,25,38,0.4
130.866101694915,133.15593220339,129.454237288136,128.850847457627,129.598305084746,128.516949152542,140.852542372881,103.250847457627,111159.203389831,75727.3050847458,89225.1525423729,118897.389830508,20571757.1186441,12078695.8983051,205496118.779661,73787809.7627119,3.95016949152542,3.87830508474576,3.92101694915254,3.92,3.90220338983051,3.88033898305084,4.70338983050847,4.27254237288136,7.93559322033898,01-Jan-2020 16,15,93,0.8
130.838333333333,133.121666666667,129.47,128.843333333333,129.621666666667,128.523333333333,140.871666666667,103.198333333333,106936.583333333,74132.6,82367.3166666667,107841.216666667,20061546.4666667,11814920.7333333,204587195.733333,70694631.4666667,3.94883333333333,3.87733333333333,3.922,3.92016666666666,3.90266666666667,3.88066666666666,4.70466666666666,4.27166666666667,7.995,01-Jan-2020 17,4,114,1.2
130.832203389831,133.125423728814,129.405084745763,128.816949152542,129.608474576271,128.491525423729,140.85593220339,103.216949152542,93610.8305084746,72273.0677966102,73062.2542372881,93846.3559322034,18049198.1694915,10645382.9491525,199359556.61017,69368418.440678,3.94881355932203,3.87762711864407,3.92033898305084,3.92033898305084,3.90186440677966,3.87949152542373,4.70389830508474,4.27254237288136,7.92372881355932,01-Jan-2020 18,4,108,1.3
130.840677966102,133.152542372881,129.41186440678,128.81186440678,129.606779661017,128.523728813559,140.872881355932,103.220338983051,88430.2033898305,71328.9152542373,68297.5084745763,87505.9830508475,17883346.2711864,10456813.4915254,201825924.338983,69630917.0847458,3.9493220338983,3.87830508474576,3.92016949152542,3.92,3.90237288135593,3.88016949152542,4.70423728813559,4.27322033898305,7.84237288135593,01-Jan-2020 19,4,93,1.4
130.872881355932,133.133898305085,129.422033898305,128.828813559322,129.571186440678,128.491525423729,140.879661016949,103.220338983051,83907.5593220339,69601.5593220339,66118.5084745763,84627.9322033898,17377788.9491525,10197341.1525424,193860710.779661,66782406.3728814,3.94983050847457,3.87728813559322,3.92084745762711,3.92050847457627,3.90186440677966,3.88033898305084,4.70389830508474,4.27152542372882,7.68813559322034,01-Jan-2020 20,4,96,1.4
130.854237288136,133.140677966102,129.450847457627,128.828813559322,129.623728813559,128.527118644068,140.886440677966,103.218644067797,85305.8983050847,69758.0847457627,66494.5084745763,84533.9830508475,17273992.7118644,10139220.9830508,191723415.864407,67371575.1186441,3.95,3.87779661016949,3.92152542372881,3.92067796610169,3.90237288135593,3.88050847457627,4.70423728813559,4.27186440677966,7.6406779661017,01-Jan-2020 21,4,95,1.7
130.881355932203,133.264406779661,129.574576271186,128.884745762712,129.71186440678,128.584745762712,140.966101694915,103.293220338983,81042.1525423729,70869.4745762712,64833.9152542373,82223.2372881356,16893968.3728814,9729224.6779661,200690123.932203,70677864.7457627,3.95050847457627,3.87898305084745,3.92254237288135,3.92101694915254,3.90322033898305,3.88101694915254,4.70610169491525,4.27338983050848,7.27796610169492,01-Jan-2020 22,4,91,1.5
130.873333333333,133.246666666667,129.578333333333,128.925,129.701666666667,128.583333333333,140.958333333333,103.285,85288.9833333333,74361.4666666667,68519.0333333333,87260.5833333333,18311586.8333333,10187834.3,220325036.533333,76302017.4666667,3.95016666666666,3.87883333333333,3.92266666666666,3.9215,3.90316666666667,3.88083333333333,4.705,4.27266666666667,7.075,01-Jan-2020 23,5,75,1.3
130.940677966102,133.293220338983,129.598305084746,128.881355932203,129.737288135593,128.632203389831,141.010169491525,103.262711864407,84937.6271186441,75107.6610169491,70680.813559322,89362.7118644068,18256287.4915254,10053689.4576271,218692677.694915,77692066.8474576,3.95152542372881,3.8793220338983,3.92186440677966,3.92033898305084,3.90237288135593,3.88152542372881,4.70542372881356,4.27169491525424,6.94745762711864,02-Jan-2020 00,4,62,1.1
130.949152542373,133.293220338983,129.605084745763,128.862711864407,129.74406779661,128.649152542373,141.001694915254,103.274576271186,84077.2542372881,76237.2203389831,71777.5423728814,90617.1016949153,18759034.4745763,10146927.3220339,222525384.40678,80195454.779661,3.95152542372881,3.87898305084745,3.92203389830508,3.91983050847457,3.90254237288136,3.88135593220339,4.70525423728813,4.27237288135593,6.84576271186441,02-Jan-2020 01,4,55,1
130.903389830508,133.291525423729,129.583050847458,128.869491525424,129.706779661017,128.589830508475,140.972881355932,103.269491525424,85398.2203389831,77549.1694915254,74110.406779661,93633.6949152542,19338783.4237288,10351749.4237288,224287018.847458,82194148.4745763,3.94966101694915,3.88050847457627,3.92118644067796,3.92033898305084,3.90135593220339,3.88,4.70406779661017,4.27135593220339,6.74745762711864,02-Jan-2020 02,4,48,0.9
130.930508474576,133.242372881356,129.579661016949,128.842372881356,129.677966101695,128.598305084746,140.961016949152,103.266101694915,89005.5423728814,80158.0338983051,77046.3050847458,97171,20233620.9491525,10699745.6610169,240681088.271186,87467981.6949152,3.94983050847457,3.87881355932203,3.92084745762712,3.91966101694915,3.9006779661017,3.88033898305084,4.70338983050847,4.2706779661017,6.71355932203389,02-Jan-2020 03,3,45,0.8
130.891525423729,133.261016949152,129.598305084746,128.88813559322,129.737288135593,128.601694915254,140.949152542373,103.28813559322,90375.6271186441,81533.8305084746,79665.2881355932,101278.847457627,20949781.3898305,11053869.0508475,239121971.79661,88907125.0169491,3.94949152542373,3.87813559322034,3.92084745762711,3.92067796610169,3.90186440677966,3.88033898305084,4.70423728813559,4.27203389830509,6.71525423728813,02-Jan-2020 04,3,41,0.8
130.946666666667,133.306666666667,129.625,128.918333333333,129.768333333333,128.648333333333,140.975,103.286666666667,93449.9333333333,81842.3666666667,82391.6,104821.316666667,21162679.3333333,11285945.8666667,232503198.933333,87762884.5333333,3.95033333333333,3.87916666666666,3.9215,3.92066666666666,3.903,3.88066666666666,4.70416666666666,4.27283333333334,6.66000000000001,02-Jan-2020 05,3,44,0.6
130.991525423729,133.354237288136,129.649152542373,128.930508474576,129.75593220339,128.637288135593,140.989830508475,103.306779661017,96136.1355932203,82041.9491525424,84508.0338983051,107343.203389831,21363096.0338983,11485905.1186441,233508078.915254,84517801.8983051,3.95135593220339,3.88016949152542,3.92305084745762,3.92135593220339,3.90322033898305,3.88101694915254,4.70474576271186,4.27322033898305,6.55423728813559,02-Jan-2020 06,3,46,0.6
130.959322033898,133.267796610169,129.572881355932,128.871186440678,129.738983050848,128.557627118644,140.994915254237,103.281355932203,101231.322033898,83020.5084745763,87062.9152542373,110608.474576271,21995952.440678,11959612.6779661,233965348.61017,84883656.8135593,3.95016949152542,3.87847457627118,3.92203389830508,3.92016949152542,3.90220338983051,3.88050847457627,4.70559322033898,4.27237288135594,6.62203389830508,02-Jan-2020 07,3,57,0.8
130.954237288136,133.286440677966,129.564406779661,128.857627118644,129.7,128.525423728814,140.952542372881,103.286440677966,102175.084745763,80031.0677966102,88692.6101694915,112445.440677966,21380145.6610169,12027757.0508475,216284477.559322,76044887.1864407,3.95,3.87915254237288,3.92186440677966,3.92033898305084,3.90203389830509,3.87966101694915,4.70423728813559,4.27271186440678,6.62542372881356,02-Jan-2020 08,3,64,0.7
130.977966101695,133.283050847458,129.557627118644,128.861016949152,129.677966101695,128.550847457627,140.994915254237,103.271186440678,101351.508474576,80244.7627118644,87948.6779661017,114468.457627119,21190346.2711864,11996167.4576271,218668237.016949,77578310.2372881,3.95067796610169,3.87898305084745,3.92152542372881,3.92,3.9006779661017,3.88,4.70542372881356,4.27169491525424,6.66779661016949,02-Jan-2020 09,4,82,1.1
130.969491525424,133.291525423729,129.566101694915,128.901694915254,129.703389830509,128.571186440678,140.979661016949,103.271186440678,133247.881355932,83423.8644067797,202545.13559322,431594.033898305,25833768.3389831,16609930.4067797,246620897.084746,90672514.440678,3.95,3.87881355932203,3.92101694915254,3.92084745762712,3.90203389830509,3.88033898305084,4.70457627118644,4.27203389830509,7.3135593220339,02-Jan-2020 12,13,51,0.5
130.923728813559,133.277966101695,129.547457627119,128.901694915254,129.703389830509,128.596610169492,140.949152542373,103.242372881356,141712.745762712,84421.5593220339,387158.254237288,866268.423728814,27020329.6610169,18213274.4745763,250744409.220339,92568401.6271186,3.94796610169491,3.87949152542373,3.92067796610169,3.92,3.90203389830509,3.88,4.70305084745762,4.2706779661017,7.21864406779661,02-Jan-2020 13,19,41,0.5
130.959322033898,133.262711864407,129.528813559322,128.867796610169,129.732203389831,128.564406779661,140.977966101695,103.284745762712,132285.796610169,82739.3898305085,196551.508474576,356253.101694915,24981665.7966102,15304231.9661017,242767473.084746,89097529.6271186,3.95,3.87796610169491,3.92101694915254,3.92,3.90237288135593,3.88016949152542,4.70423728813559,4.27322033898305,7.4593220338983,02-Jan-2020 14,23,44,0.5
130.933898305085,133.276271186441,129.572881355932,128.894915254237,129.689830508475,128.603389830509,140.972881355932,103.279661016949,123058.881355932,81947.2711864407,127214.389830508,203521.440677966,23265883.4576271,13783280.1016949,234988250.033898,84576965.6949152,3.94796610169491,3.87881355932203,3.92101694915254,3.92101694915254,3.90152542372882,3.88067796610169,4.70406779661017,4.27203389830509,7.23898305084746,02-Jan-2020 15,14,62,0.5
130.947457627119,133.306779661017,129.574576271186,128.922033898305,129.701694915254,128.623728813559,141.023728813559,103.271186440678,112335.813559322,77233.2203389831,89818.8983050847,118861.847457627,21019574.2372881,12457821.0847458,206969833.220339,72441613.559322,3.94949152542373,3.87898305084745,3.92118644067796,3.92067796610169,3.90220338983051,3.87983050847457,4.70593220338983,4.27220338983051,7.26610169491525,02-Jan-2020 16,8,84,0.8
130.943333333333,133.26,129.543333333333,128.871666666667,129.7,128.595,140.96,103.268333333333,109829.083333333,73387.45,83991.4,109141.816666667,19626476.6333333,11947107.0666667,192705355.2,65365190.6666667,3.949,3.87766666666667,3.92066666666666,3.92,3.90216666666667,3.88016666666666,4.7045,4.27183333333334,7.39166666666667,02-Jan-2020 17,4,139,1.3
130.961016949153,133.340677966102,129.594915254237,128.903389830508,129.725423728814,128.608474576271,140.977966101695,103.281355932203,106044.593220339,71941.6271186441,77832.7966101695,100399.644067797,18614454.3050847,11438090.6779661,189847966.372881,64287394.5084746,3.94983050847457,3.87898305084746,3.92152542372881,3.92101694915254,3.90203389830509,3.88016949152542,4.70423728813559,4.27288135593221,7.49322033898305,02-Jan-2020 18,4,139,1.8
130.94406779661,133.286440677966,129.533898305085,128.862711864407,129.683050847458,128.579661016949,140.959322033898,103.252542372881,103258.576271186,73791.0847457627,74531,95892.8813559322,18733532.2372881,11117389.7627119,200503984.542373,69167833.559322,3.94864406779661,3.87847457627118,3.92101694915254,3.92016949152542,3.90186440677966,3.88,4.70372881355932,4.27169491525424,7.3271186440678,02-Jan-2020 19,4,131,1.8
131.010169491525,133.391525423729,129.650847457627,128.986440677966,129.745762711864,128.647457627119,141.006779661017,103.327118644068,91239.7966101695,71559.9830508475,68932.9322033898,87455.9830508475,16996315.5932203,10066754.5084746,200826312.40678,68555469.0847458,3.95067796610169,3.87847457627118,3.9228813559322,3.92152542372881,3.90338983050848,3.88101694915254,4.70525423728813,4.27220338983051,7.02203389830509,02-Jan-2020 20,5,102,1.5
130.98813559322,133.357627118644,129.591525423729,128.940677966102,129.701694915254,128.594915254237,140.976271186441,103.315254237288,88328.6779661017,73000.6949152542,67805.2881355932,86516.7966101695,17997180.3050847,10223726.9830508,210576118.779661,73618199.5932203,3.95135593220339,3.87898305084746,3.92203389830508,3.92084745762712,3.90186440677966,3.87966101694915,4.70525423728813,4.27220338983051,6.91016949152542,02-Jan-2020 21,5,89,1.4
130.933898305085,133.335593220339,129.620338983051,128.957627118644,129.732203389831,128.625423728814,140.984745762712,103.286440677966,87445.2372881356,72286.5254237288,69129.5593220339,87991.6779661017,18193829.0508475,10353757.7627119,208936285.288136,72294331.7966102,3.94898305084745,3.8793220338983,3.92220338983051,3.92084745762711,3.90271186440678,3.88050847457627,4.70542372881356,4.27237288135593,6.91864406779661,02-Jan-2020 22,5,71,1.1
130.961666666667,133.376666666667,129.633333333333,128.955,129.758333333333,128.635,140.978333333333,103.301666666667,88015.9666666667,74462.35,70211.8833333333,89201.05,18863463.6333333,10484204.7666667,216725714.133333,76368218.1333333,3.95033333333333,3.87866666666666,3.92233333333333,3.9205,3.90333333333334,3.88066666666666,4.70433333333333,4.272,6.81,02-Jan-2020 23,4,76,1.3
130.974576271186,133.352542372881,129.559322033898,128.945762711864,129.681355932203,128.576271186441,140.964406779661,103.328813559322,88089.4406779661,75286.0338983051,72392.6101694915,92022.4406779661,18880518.5423729,10406889.0508475,223139703.050847,78334383.0508475,3.95,3.87864406779661,3.92084745762712,3.92033898305084,3.90135593220339,3.87983050847457,4.70372881355932,4.27050847457627,6.62881355932204,03-Jan-2020 00,4,55,1
130.976271186441,133.357627118644,129.6,128.928813559322,129.666101694915,128.579661016949,140.93220338983,103.337288135593,89118.3389830509,76399.406779661,74438.0677966102,94515.9491525424,19524927.0847458,10583365.6610169,228474014.101695,81735941.6949152,3.95050847457627,3.87847457627118,3.92135593220339,3.91983050847457,3.90084745762712,3.88050847457627,4.70203389830508,4.27118644067797,6.56101694915254,03-Jan-2020 01,4,57,0.9
130.976271186441,133.408474576271,129.616949152542,129.008474576271,129.779661016949,128.640677966102,140.969491525424,103.362711864407,93498.1525423729,79688.5084745763,77621.6949152542,98710.7627118644,20708476.9491525,11077006.6779661,241116118.237288,87452373.1525424,3.95,3.87881355932203,3.92220338983051,3.92084745762712,3.90338983050848,3.88016949152542,4.70406779661017,4.2735593220339,6.53898305084746,03-Jan-2020 02,3,50,0.8
131.050847457627,133.438983050847,129.616949152542,129.022033898305,129.791525423729,128.671186440678,141.03220338983,103.374576271186,96567.0169491525,81627.4915254237,80756.2203389831,103057.745762712,21423564.0338983,11415313.2542373,245178477.016949,90181621.2881356,3.95322033898305,3.87864406779661,3.92186440677966,3.92152542372881,3.90457627118644,3.88152542372881,4.70610169491525,4.27322033898305,6.51864406779661,03-Jan-2020 03,3,47,0.6
131.069491525424,133.450847457627,129.622033898305,129.033898305085,129.762711864407,128.649152542373,141.059322033898,103.377966101695,96197,81699.3050847458,82524.9152542373,105385.847457627,21499046.7457627,11486316.0677966,250792800.813559,89202229.559322,3.95186440677966,3.87898305084746,3.92254237288135,3.92135593220339,3.90322033898305,3.88067796610169,4.70610169491525,4.27389830508475,6.5,03-Jan-2020 04,3,48,0.5
131.108333333333,133.39,129.698333333333,128.961666666667,129.87,128.76,141.075,103.361666666667,97115.8166666667,81281.4666666667,83630.4,107090.183333333,21138579.6666667,11353015.6333333,238216474.133333,89274345.7333333,3.9505,3.87916666666666,3.922,3.9205,3.9025,3.88066666666666,4.704,4.27283333333334,6.43499999999999,03-Jan-2020 05,3,54,0.5
130.957627118644,133.259322033898,129.562711864407,128.835593220339,129.730508474576,128.630508474576,140.950847457627,103.250847457627,106544.644067797,83214.2203389831,89354.0508474576,117165.813559322,24457289.5254237,13248192.5762712,245658529.627119,91687098.9830509,3.94830508474576,3.87779661016949,3.92135593220339,3.91983050847457,3.90152542372882,3.88016949152542,4.70338983050847,4.27152542372882,6.8271186440678,03-Jan-2020 06,3,51,0.5
130.998305084746,133.328813559322,129.549152542373,128.910169491525,129.708474576271,128.579661016949,140.967796610169,103.267796610169,113760.016949153,83448.1186440678,90081.9152542373,115652.084745763,23092449.3898305,12797326.5762712,239652285.830508,88562981.8305085,3.9493220338983,3.87898305084746,3.92084745762712,3.92067796610169,3.90186440677966,3.88,4.70525423728813,4.27135593220339,7,03-Jan-2020 07,3,56,0.5
131.050847457627,133.389830508475,129.584745762712,128.916949152542,129.747457627119,128.623728813559,140.979661016949,103.3,106090.305084746,79678.2881355932,85356.9322033898,109231.457627119,21307722.8135593,11992526,227788846.372881,80556662.9152542,3.95033898305085,3.87796610169491,3.92084745762711,3.91983050847457,3.90220338983051,3.87983050847457,4.70423728813559,4.27237288135594,6.83389830508474,03-Jan-2020 08,3,62,0.6
131.030508474576,133.391525423729,129.594915254237,128.915254237288,129.737288135593,128.625423728814,140.981355932203,103.286440677966,106656.406779661,80051.8305084746,85180.2203389831,111968.694915254,21804177.2542373,12233520.5423729,229868083.79661,83652139.2542373,3.94881355932203,3.87881355932203,3.92135593220339,3.92050847457627,3.90220338983051,3.88050847457627,4.70474576271186,4.27254237288136,6.92881355932203,03-Jan-2020 09,4,79,0.9
131.061016949153,133.361016949153,129.594915254237,128.930508474576,129.786440677966,128.623728813559,141.001694915254,103.303389830508,109198,80792.2203389831,94636.4406779661,132314.084745763,22409743.6610169,12698967.0508475,236680692.61017,85649946.440678,3.9493220338983,3.87762711864407,3.92118644067796,3.91983050847457,3.90203389830509,3.88033898305084,4.70440677966101,4.27186440677966,6.89661016949153,03-Jan-2020 10,9,64,0.6
131.085,133.363333333333,129.635,128.973333333333,129.866666666667,128.698333333333,141.046666666667,103.325,108779.05,80378.15,103716.8,151746.033333333,22392117,12752002.0333333,240366251.466667,86694756,3.9505,3.87833333333333,3.921,3.92033333333333,3.9025,3.88033333333333,4.7055,4.27216666666667,6.89666666666667,03-Jan-2020 11,9,64,0.6
131.061016949152,133.384745762712,129.625423728814,128.974576271186,129.840677966102,128.701694915254,140.981355932203,103.318644067797,116077.050847458,80693.9491525424,167858.440677966,325070.152542373,24417339.6271186,14957271.9322034,242474596.881356,89320871.5932203,3.94915254237288,3.87864406779661,3.92016949152542,3.92067796610169,3.90220338983051,3.88084745762712,4.70338983050847,4.27305084745763,7.0271186440678,03-Jan-2020 12,9,63,0.6
131.037288135593,133.372881355932,129.628813559322,128.949152542373,129.847457627119,128.71186440678,140.974576271186,103.305084745763,116381.372881356,80529.2203389831,164836.389830508,289024.762711864,24005525.8644068,14334318.4745763,242997881.491525,88620896.4067797,3.94881355932203,3.87847457627118,3.92067796610169,3.92,3.90254237288136,3.88067796610169,4.70389830508474,4.27254237288136,7.10677966101695,03-Jan-2020 13,16,45,0.5
131.066101694915,133.342372881356,129.601694915254,128.937288135593,129.820338983051,128.669491525424,140.996610169491,103.298305084746,117006.881355932,80856.6101694915,132750.898305085,217195.661016949,23873345.5254237,14044326.8474576,245305786.033898,88917081.0847458,3.9493220338983,3.87745762711864,3.92050847457627,3.91949152542372,3.90186440677966,3.88016949152542,4.70389830508474,4.27169491525424,7.0728813559322,03-Jan-2020 14,14,52,0.5
131.115254237288,133.377966101695,129.64406779661,128.994915254237,129.854237288136,128.672881355932,140.993220338983,103.283050847458,113428.271186441,79729.8644067797,105972.457627119,152279.355932203,22759520.2711864,13008423.4237288,234702878.644068,84988424.8135593,3.95084745762712,3.87864406779661,3.92067796610169,3.92118644067796,3.90288135593221,3.88033898305084,4.70423728813559,4.27186440677966,7.16271186440678,03-Jan-2020 15,10,60,0.5
131.084745762712,133.396610169492,129.642372881356,128.969491525424,129.835593220339,128.674576271187,140.994915254237,103.262711864407,105630.728813559,75655.1525423729,84962.6949152542,111376.762711864,21253526.5084746,12177040.8135593,219152791.050847,76353812,3.95016949152542,3.87847457627118,3.92203389830508,3.92050847457627,3.90305084745763,3.88050847457627,4.70491525423729,4.27220338983051,7.30169491525423,03-Jan-2020 16,6,80,0.8
131.056666666667,133.385,129.595,128.945,129.791666666667,128.636666666667,140.988333333333,103.281666666667,100846.333333333,73393.6,77673.3833333333,100299.616666667,20304338.1333333,11625553.8,212694492.266667,75088098.6666667,3.94916666666666,3.87916666666666,3.92133333333333,3.91983333333333,3.9015,3.87966666666666,4.7045,4.27183333333334,7.39666666666667,03-Jan-2020 17,4,102,1
131.094915254237,133.379661016949,129.615254237288,128.952542372881,129.813559322034,128.654237288136,140.986440677966,103.249152542373,99921.1525423729,72651.7288135593,75625.0338983051,97779.7288135593,19956231.6271186,11479628.440678,210977950.915254,73976580.0677966,3.95,3.87830508474576,3.92084745762712,3.92,3.90186440677966,3.88,4.70525423728813,4.27152542372882,7.46949152542373,03-Jan-2020 18,4,86,1
131.08813559322,133.394915254237,129.635593220339,128.935593220339,129.835593220339,128.652542372881,140.98813559322,103.264406779661,96162.2881355932,68954.6440677966,71857.9491525424,91699.1016949153,18559496.9491525,10955550.3389831,197311420.474576,67410527.3898305,3.94983050847457,3.87898305084746,3.92220338983051,3.92067796610169,3.90271186440678,3.88033898305084,4.70491525423729,4.27203389830509,7.5864406779661,03-Jan-2020 19,5,98,1.2
131.077966101695,133.377966101695,129.591525423729,128.964406779661,129.862711864407,128.694915254237,140.98813559322,103.25593220339,89202.2033898305,68802.8983050847,65765.5084745763,83354.7288135593,17871903.0169492,10321064.3389831,200296110.915254,70364334.7118644,3.95033898305085,3.8793220338983,3.92084745762711,3.92067796610169,3.90254237288136,3.88118644067796,4.70474576271186,4.27254237288136,7.55593220338983,03-Jan-2020 20,5,111,1.7
131.071186440678,133.425423728814,129.654237288136,128.959322033898,129.854237288136,128.738983050848,141.005084745763,103.313559322034,83788.7796610169,67922.813559322,63146.3728813559,80396.8305084746,17575767.559322,10036307.5254237,201501393.355932,71525896.8135593,3.94864406779661,3.87830508474576,3.92101694915254,3.92067796610169,3.90135593220339,3.88135593220339,4.70491525423729,4.27237288135594,7.47627118644068,03-Jan-2020 21,5,82,1.4
