Risc_1,Signal_1,Risc_2,Signal_2,Risc_3,Signal_3,Risc_4,Signal_4,Risc_5,Signal_5,Risc_6,Signal_6,Risc_7,Signal_7,Risc_8,Signal_8,Rh,Data,no2,o3,co
124.220474777448,1729791.20326409,126.083679525223,140280.087537092,130.574035608309,2961890.32195846,131.043768545994,3361092.78931751,128.65415430267,13830193.2789317,125.720178041543,21939667.4896142,138.871364985163,98476623.8694362,105.064985163204,74397508.0593472,10.9382789317508,09-Nov-2019 03,33,2,0.4
124.224368499257,1671805.76523031,126.087518573551,138734.601783061,130.572808320951,2936040.92273403,131.036404160475,3335460.69093611,128.644725111441,13836835.1352155,125.723625557207,21990046.115899,138.868945022288,98580253.872214,105.069985141159,74935572.4576523,11.0111441307578,09-Nov-2019 04,30,2,0.1
124.229970326409,1627710.52522255,126.09821958457,136253.428783383,130.576706231454,2879565.24183976,131.043471810089,3274658.77151335,128.655341246291,13619126.2299703,125.73590504451,21622617.9703264,138.864391691395,98200319.9287834,105.069287833827,74450980.1186944,11.0787833827893,09-Nov-2019 05,31,2,0.4
124.215898959881,1593578.93313522,126.10044576523,135214.47102526,130.574145616642,2877025.42793462,131.05646359584,3271259.57503715,128.670579494799,13476944.5334324,125.74234769688,21428190.8112927,138.869242199108,98608951.1084695,105.075780089153,75880706.8766716,11.2545319465082,09-Nov-2019 06,29,2,0.4
124.217210682492,1581373.61721068,126.083976261127,134304.428783383,130.572551928784,2902683.51780415,131.028338278932,3294818.28635015,128.644510385757,13491434.2789317,125.706676557863,21481751.347181,138.855934718101,98519395.1216617,105.058011869436,75375432.1068249,11.4535608308605,09-Nov-2019 07,32,2,0.5
124.219316493313,1573949.94650817,126.103120356612,133525.722139673,130.572808320951,2881348.94650817,131.045468053492,3272757.31203566,128.667904903417,13414951.5601783,125.72897473997,21437797.756315,138.864338781575,98042853.8484398,105.062852897474,73948300.1842496,11.4466567607726,09-Nov-2019 08,32,3,0.5
124.210237388724,1592740.44807122,126.093768545994,133886.729970326,130.573442136499,3010506.8115727,131.038724035608,3385194.12462908,128.64821958457,13282500.6958457,125.705934718101,21275906.2492582,138.860237388724,97550670.148368,105.061127596439,72450727.2284866,11.6590504451039,09-Nov-2019 09,33,4,0.5
124.210104011887,1667661.67607727,126.100891530461,135942.943536404,130.576820208024,3613069.50371471,131.050520059435,3934466.12332838,128.663001485884,14167381.2778603,125.720356612184,22769117.9375929,138.865081723626,97620924.7548291,105.055274888558,72656318.2109955,11.6231797919763,09-Nov-2019 10,31,5,0.6
124.218100890208,1745131.24332344,126.085014836795,140924.12611276,130.567359050445,4769403.65727003,131.038724035608,4924169.615727,128.645400593472,15497921.3783383,125.692581602374,24886818.4005935,138.859792284867,98474915.1335312,105.054599406528,74914343.2640949,11.6114243323442,09-Nov-2019 11,27,11,0.5
124.240267459138,2151096.42496285,126.079791976226,163742.520059435,130.601485884101,13501931.179792,131.060029717682,11602375.8989599,128.646210995542,22775384.5289747,125.698068350669,35117293.7117385,138.855720653789,98770635.435364,105.052154531946,75906585.2956909,11.888558692422,09-Nov-2019 12,21,16,0.5
124.254599406528,2912226.82789318,126.111721068249,205171.522255193,130.614243323442,20683000.5964392,131.072106824926,18338962.7655786,128.656379821958,37713304.0623145,125.710534124629,54186656.4777448,138.864243323442,98993634.0771513,105.059495548961,79069114.3026706,11.8836795252226,09-Nov-2019 13,19,18,0.4
124.258989598812,4346797.55423477,126.097919762258,279776.312035661,130.577711738484,25364906.4249629,131.030460624071,23975413.9049034,128.649182763745,55363936.4725111,125.673997028232,76771942.6805349,138.824219910847,99000000,105.025408618128,81255125.884101,12.3949479940565,09-Nov-2019 14,18,25,0.4
124.248664688427,11181400.851632,126.094213649852,700180.577151335,130.53768545994,33429703.2492582,130.990504451038,31306508.5697329,128.61706231454,89195491.851632,125.635756676558,94956900.3026706,138.812611275965,99000000,105.007418397626,84963476.4035608,12.5571216617211,09-Nov-2019 15,19,29,0.4
124.270771513353,18697941.8694362,126.128041543027,1443385.05192878,130.543323442136,43480693.2106825,131.007566765578,38119888.3501484,128.614391691395,98924389.3293769,125.636943620178,99000000,138.83649851632,99000000,105.021810089021,85088219.4183976,12.3109792284866,09-Nov-2019 16,29,21,0.5
124.255869242199,12116173.1337296,126.117533432392,836018.219910847,130.564338781575,44134126.1575037,131.039821693908,36954495.8959881,128.621991084695,70619448.2139673,125.651560178306,82710517.6701337,138.838038632987,98902804.6953938,105.035215453195,80739894.8410104,12.1775631500743,09-Nov-2019 17,45,6,0.5
124.214540059347,3804631.90207715,126.075074183976,183266.965875371,130.603709198813,29638885.7952522,131.070474777448,25445855.1068249,128.629821958457,19478123.2997033,125.678041543026,30051352.1988131,138.857715133531,98737102.1364985,105.040356083086,74533719.9169139,12.0771513353116,09-Nov-2019 18,45,3,0.5
124.202228826151,2503669.33135215,126.067013372957,149343.731054978,130.617830609212,20412146.3001486,131.076077265973,17399677.423477,128.637444279346,14518339.3863299,125.685289747399,23172714.7548291,138.874591381872,98145019.1144131,105.050520059435,73428309.5988113,11.9222882615156,09-Nov-2019 19,46,3,1
124.221958456973,2143711.72255193,126.091097922849,148863.887240356,130.635459940652,16036016.7997033,131.091246290801,13769208.3397626,128.664540059347,14369525.6053412,125.717507418398,22965337.8991098,138.867359050445,97625415.2284866,105.060830860534,72810447.9050445,11.2419881305638,09-Nov-2019 20,45,3,0.8
124.229866270431,1905257.3268945,126.098216939079,143497.237741456,130.647696879643,9803801.01931649,131.098811292719,8948667.89004458,128.697028231798,13700821.1471025,125.744873699851,21930055.1887073,138.87132243685,96592761.0579495,105.065527488855,70816341.4442793,11.1499257057949,09-Nov-2019 21,48,3,0.6
124.225222551929,1815111.20178042,126.101038575668,142191.770029674,130.634272997033,5233000.13501484,131.090356083086,5424227.90356083,128.700296735905,13610578.074184,125.743620178042,21893897.1810089,138.8646884273,94478806.3620178,105.063946587537,68164484.1305638,11.1436201780416,09-Nov-2019 22,44,3,0.5
124.220802377414,1745372.31500743,126.115156017831,140106.506686478,130.627786032689,3240344.94650817,131.092867756315,3724554.65973254,128.71530460624,13620496.3358098,125.764338781575,21793338.3150074,138.883060921248,96596829.1708767,105.073402674591,70603575.6255572,10.8659732540862,09-Nov-2019 23,38,3,0.4
124.201632047478,1699072.48219585,126.099109792285,140041.617210682,130.600148367953,2880049.14243323,131.072848664688,3308005.78635015,128.689020771513,13519773.7715134,125.741246290801,21457512.6439169,138.876706231454,97087992.7477745,105.070919881305,71499866.3857567,10.8422848664689,10-Nov-2019 00,31,3,0.4
124.227786032689,1664700.6731055,126.116641901932,139088.622585438,130.623476968796,2852021.54680535,131.091233283804,3233567.02971768,128.706092124814,13482165.6627043,125.773254086182,21229864.1545319,138.910698365527,97617965.5037147,105.073848439821,73083457.5690936,10.5046062407132,10-Nov-2019 01,32,3,0.4
124.21765578635,1682643.3115727,126.113204747774,140641.836795252,130.611275964392,2876505.99554896,131.070474777448,3262482.51038576,128.691097922849,13848165.1602374,125.750148367953,21881230.4807122,138.906973293769,97469857.0563798,105.062908011869,73170395.0385757,10.3563798219584,10-Nov-2019 02,27,3,0.4
124.174183976261,1783833.17062315,126.040356083086,147347.087537092,130.532789317508,3180051.10830861,130.998367952522,3580904.69436202,128.639020771513,14974609.8694362,125.686795252225,23673419.9020771,138.837982195846,98925074.8367953,105.01824925816,77819788.272997,10.6188427299703,10-Nov-2019 03,25,2,0.3
124.152005943536,1857836.20653789,126.015453194651,150752.906389302,130.504606240713,3336234.48736999,130.975780089153,3740303.37741456,128.616344725111,15348572.3759287,125.650074294205,24184273.7384844,138.807429420505,98966047.3699851,105.005794947994,76892335.3699851,10.7161961367013,10-Nov-2019 04,23,4,0.2
124.210237388724,1892214.59792285,126.0646884273,152094.652818991,130.558605341247,4148626.1958457,131.030415430267,4465040.115727,128.65415430267,15992779.0400593,125.702670623145,25092869.7774481,138.849109792285,98987948.4035608,105.036795252225,78078824.7833828,10.2586053412463,10-Nov-2019 05,20,6,0.2
124.236404160475,2101246.81426449,126.076374442793,165445.381872214,130.595542347697,9833853.60326895,131.053491827638,8951104.21248143,128.661812778603,19116885.1203566,125.707132243685,29576979.0044577,138.866270430906,99000000,105.051114413075,81285320.653789,10.125705794948,10-Nov-2019 06,20,6,0.2
124.213056379822,2206377.33531157,126.099554896142,167964.84421365,130.616913946587,12753180.9554896,131.073442136499,11071978.648368,128.690356083086,19134804.4925816,125.725964391692,29557513.7893175,138.874183976261,99000000,105.058160237389,81357131.5608309,9.98160237388725,10-Nov-2019 07,23,6,0.2
124.235661218425,2171306.22585438,126.103566121843,164923.031203566,130.631500742942,12320410.653789,131.08543833581,10636798.4279346,128.684992570579,18610340.3298663,125.744279346211,28873436.6478455,138.889004457652,99000000,105.063298662704,80862712.5705795,9.84769687964336,10-Nov-2019 08,21,8,0.2
124.247994056464,2411216.12778603,126.112927191679,179679.102526003,130.635958395245,15429480.8499257,131.094056463596,13490028.7043091,128.687667161961,23612112.6300149,125.741307578009,35596915.6582467,138.905794947994,99000000,105.061961367013,81712405.6820208,9.69643387815748,10-Nov-2019 09,18,12,0.1
124.247922848665,3143015.91543027,126.106973293768,219921.556379822,130.626706231453,21871625.8130564,131.097922848664,20215111.5519288,128.679673590504,34602778.9406528,125.73115727003,49730470.8486647,138.902225519288,99000000,105.060534124629,82410578.1721068,9.65934718100892,10-Nov-2019 10,16,18,0.1
124.315578635015,5363250.45697329,126.158753709198,326473.397626113,130.652818991097,26190127.5578635,131.119287833828,25676522.5133531,128.688130563798,64327480.3204748,125.758011869436,79727116.9673591,138.929080118694,99000000,105.082789317507,83174955.4302671,9.59198813056379,10-Nov-2019 11,13,27,0.1
124.326002971768,15730139.0237741,126.177265973254,1059391.0282318,130.613521545319,35625644.7013373,131.076968796434,34152008.7369985,128.668053491828,96179954.282318,125.720802377415,98970500.0653789,138.922288261516,99000000,105.061367013372,86454007.02526,9.56924219910845,10-Nov-2019 12,11,34,0.2
124.309495548961,28940172.5252226,126.177596439169,4751335.98961424,130.581305637982,50017612.2017804,131.053412462908,42916360.2551929,128.642284866469,99000000,125.686646884273,99000000,138.906973293769,99000000,105.057418397626,88771780.4154303,9.84510385756679,10-Nov-2019 13,12,42,0.2
124.246359583953,40368500.1129272,126.147399702823,52528641.5482912,130.513372956908,66374174.6448737,130.993313521544,52951341.9375929,128.601337295691,99000000,125.626894502229,99000000,138.878751857355,99000000,105.019910846953,92417184.7013373,10.0270430906389,10-Nov-2019 14,11,44,0.2
124.181899109793,49250247.958457,126.080415430266,81222003.9080119,130.425519287834,81954298.8011869,130.925519287834,63829194.9970326,128.529970326409,99000000,125.566172106824,99000000,138.802967359051,99000000,104.98649851632,94633437.1513353,10.6878338278932,10-Nov-2019 15,12,45,0.2
124.145022288261,53840515.7384844,126.044427934621,99000000,130.386181277861,95906091.6493313,130.878900445766,75190055.179792,128.501783060921,99000000,125.50014858841,99000000,138.753937592868,99000000,104.965527488856,96078627.4115899,11.1511144130758,10-Nov-2019 16,22,36,0.3
124.219139465875,39852819.9821958,126.108902077151,56361245.6083086,130.476557863501,88831236.0593472,130.960534124629,67858691.5845697,128.56765578635,99000000,125.602225519288,99000000,138.839169139466,99000000,104.994510385757,89959432.8545994,10.4155786350148,10-Nov-2019 17,49,9,0.3
124.109063893017,11571184.268945,125.979940564636,949024.517087667,130.445468053492,62811956.6716196,130.94279346211,48463456.9569094,128.540416047549,41737960.1010401,125.554086181278,53024697.961367,138.746062407132,98312120.9271917,104.948142644874,76848397.6939079,11.3267459138187,10-Nov-2019 18,50,3,0.6
124.147329376854,4714747.45994065,126.03768545994,195834.399109792,130.556528189911,37036472.3115727,131.041394658754,30846396.6231454,128.61409495549,17376664.3560831,125.654896142433,26769407.5756677,138.818397626113,98799103.9406528,104.993768545994,73635926.6053412,11.0010385756677,10-Nov-2019 19,53,4,0.6
124.20044576523,3601021.89004458,126.056166419019,181758.294205052,130.603566121842,27989167.2362556,131.076671619614,24508789.0906389,128.643684992571,15875873.5453195,125.695839524517,24990698.0594354,138.852897473997,98576351.0609213,105.016641901932,72735565.1114413,10.5117384843982,10-Nov-2019 20,49,4,0.5
124.168065967016,3020488.35382309,126.045877061469,176889.844077961,130.582608695652,22818739.916042,131.056371814093,20441679.4392804,128.633583208396,15898809.3118441,125.677211394303,25166385.3373313,138.83988005997,98727900.9055472,105.001949025487,73054847.964018,10.4232383808096,10-Nov-2019 21,43,4,0.4
124.199549549549,2671112.26276276,126.077027027027,172338.509009009,130.612312312312,18699108.2972973,131.088138138138,17057562.1156156,128.658558558558,15708618.1726727,125.705705705706,24628963.8648649,138.866666666667,98813650.1861862,105.035135135135,73346600.0600601,10.2168168168168,10-Nov-2019 22,38,4,0.5
124.219282511211,2418468.35724963,126.077877428998,168851.780269058,130.619880418535,14737793.7144993,131.092227204783,13748442.4304933,128.669207772795,15412552.4499253,125.715695067265,24195587.9850523,138.869357249626,98865913.1360239,105.031838565022,74396598.6248132,10.0668161434978,10-Nov-2019 23,35,4,0.3
124.209643916914,2314910.75222552,126.087091988131,169201.835311573,130.613798219584,11773158.1275964,131.093026706231,11305441.1053412,128.666172106824,15929382.3189911,125.719732937685,24996878.3976261,138.883234421365,98942016.272997,105.037537091988,75601585.3531157,9.97863501483679,11-Nov-2019 00,32,4,0.3
124.223179791976,2319272.32838039,126.089895988113,172045.956909361,130.616939078751,10847718.2793462,131.091530460624,10464490.1322437,128.677117384844,16731624.435364,125.725705794948,26222694.7548291,138.890341753343,98958548.9687964,105.040267459138,76910034.8885587,9.94769687964341,11-Nov-2019 01,30,5,0.3
124.246142433234,2291581.25667656,126.115578635014,172139.511869436,130.645845697329,10010267.65727,131.122848664688,9741254.98961424,128.688130563798,17062394.3605341,125.742284866469,26591930.6706231,138.912017804154,98982686.2433234,105.053857566765,77616393.1513353,9.72299703264092,11-Nov-2019 02,25,7,0.2
124.320535714286,2316568.55357143,126.186607142857,174187.5625,130.717857142857,12181802.0714286,131.224107142857,11272452.7321429,128.700892857143,17107183.6339286,125.799107142857,26168798.25,138.957142857143,98958053,105.105357142857,76896549.7142857,9.23660714285716,11-Nov-2019 03,25,6,0.2
124.357372654156,2267293.68364611,126.250402144772,171590.774798928,130.779892761394,14487598.1689008,131.224664879357,12788151.4450402,128.790884718499,17026101.5335121,125.849865951743,26081583.5174263,139.031367292225,98970136.9008043,105.115013404825,77852101.8123324,8.81420911528153,11-Nov-2019 04,24,8,0.2
124.329123328381,2381397.80832095,126.263595839524,178815.478454681,130.775334323923,15975821.9286776,131.225260029717,14154323.5601783,128.798514115899,19030360.7578009,125.850965824666,28815102.2020802,139.038038632987,98871306.4130758,105.118722139672,77697948.9450223,8.76255572065386,11-Nov-2019 05,25,6,0.2
124.329228486647,2254105.70474777,126.233827893175,171882.28189911,130.773442136499,14791415.6824926,131.220326409495,12956367.1958457,128.770919881306,17253784.1676558,125.827893175075,26390731.9554896,139.013798219584,98918747.9406528,105.105637982195,77296813.4480712,8.67700296735905,11-Nov-2019 06,29,5,0.2
124.333976261128,2210102.90652819,126.234866468843,171639.252225519,130.772255192879,13742253.6869436,131.21943620178,11938597.2195846,128.78471810089,16576745.4169139,125.834272997033,25614828.727003,139.025816023738,98993613.8635015,105.114836795252,78378563.2284866,8.64436201780414,11-Nov-2019 07,32,3,0.2
124.329569093611,2017119.36998514,126.253046062407,161798.649331352,130.763893016345,7972086.36106984,131.216641901931,7302174.46953938,128.796731054978,14717014.0237741,125.861367013373,22889452.0534918,139.049628528975,98940709.0757801,105.111441307577,77550883.5185736,8.60178306092131,11-Nov-2019 08,37,3,0.3
124.329525222552,1975467.81602374,126.256083086053,160507.577151335,130.742581602373,4365119.6231454,131.211275964391,4802067.12017804,128.798516320475,14567386.694362,125.861721068249,22839321.0623145,139.041246290802,98594679.1454006,105.111572700296,75656035.15727,8.60089020771519,11-Nov-2019 09,42,3,0.2
124.32763744428,1998346.86329866,126.259435364042,161367.794947994,130.740713224369,3654197.81575037,131.209658246656,4188080.63447251,128.797028231798,14795024.2109955,125.860178306092,23432990.8885587,139.047399702823,98396461.8959881,105.112927191678,74530530.0802377,8.56404160475478,11-Nov-2019 10,39,4,0.2
124.321364985163,2078163.38575668,126.247477744807,166667.8115727,130.737537091988,4884516.02225519,131.214243323442,5171771.82047478,128.80118694362,15877558.6721068,125.856528189911,25101070.0771513,139.04762611276,98626523.4065282,105.111572700296,74976671.5014837,8.48902077151339,11-Nov-2019 11,36,9,0.2
124.37147102526,2352120.46805349,126.284249628529,182400.105497771,130.776968796435,11234473.53789,131.254680534918,10207159.8320951,128.821842496285,20386055.3551263,125.887815750372,31442221.6552749,139.074442793462,98663751.6077266,105.120356612184,76109416.2734027,8.3518573551263,11-Nov-2019 12,35,9,0.2
124.416172106825,2556506.37091988,126.291246290802,190937.703264095,130.776261127597,16612021.3175074,131.287091988131,14715651.3175074,128.820029673591,21557566.4643917,125.888278931751,33034625.84273,139.073887240356,98593378.3501484,105.120326409495,76438554.1602374,8.34050445103852,11-Nov-2019 13,34,12,0.3
124.40044576523,2894644.5230312,126.297473997029,207800.427934621,130.78484398217,19687117.3491828,131.263744427935,18146112.808321,128.82808320951,27847814.6835067,125.884546805349,41050022.8231798,139.072956909361,98733924.243685,105.120059435364,77176133.7414562,8.86463595839522,11-Nov-2019 14,38,11,0.3
124.406231454006,3043465.82195846,126.304302670623,210853.642433234,130.79347181009,21328165.9495549,131.290504451039,20067100.1988131,128.83234421365,26013551.8545994,125.891097922849,38843876.347181,139.085014836795,98683371.3590504,105.122106824925,76616280.9020772,9.25178041543025,11-Nov-2019 15,42,11,0.4
124.39985141159,2946528.38632987,126.286924219911,205021.050520059,130.785586924221,21527625.9049034,131.265676077266,20255133.3135215,128.820505200595,25875593.5482912,125.876671619614,38886672.6775632,139.07161961367,98742994.6864785,105.11485884101,77334281.8068351,9.67949479940568,11-Nov-2019 16,47,8,0.4
124.380118694362,2616507.88575668,126.290356083086,183553.065281899,130.783679525223,20214636.1275964,131.255934718101,18442089.5281899,128.824183976261,20195130.1172107,125.862017804154,31525927.3857567,139.059940652819,98001714.7537092,105.105192878338,74987749.1275964,10.1640949554896,11-Nov-2019 17,54,3,0.4
124.373997028232,2139787.12481426,126.294650817237,161064.774145617,130.788112927192,14700448.5616642,131.274591381872,12754015.8603269,128.826300148589,15285915.0609212,125.88573551263,24590930.4041605,139.077414561664,98335731.9108469,105.107429420505,75140856.2377415,10.0093610698365,11-Nov-2019 18,55,3,0.4
124.359435364042,2015702.56612184,126.280534918277,159462.246656761,130.780832095097,9701039.22288262,131.247251114413,8688376.3551263,128.823179791976,15143487.3060921,125.874442793462,24445782.2496285,139.05676077266,98387722.1634472,105.111887072808,75296457.0341753,10.0748885586924,11-Nov-2019 19,51,3,0.4
124.369732937686,1971295.19881306,126.286053412463,158400.679525223,130.78234421365,5789843.58605341,131.239465875371,6016848.5578635,128.830712166172,15105284.0563798,125.878931750742,24287916.0178042,139.078635014837,98280902.7655786,105.112908011869,74936326.3857567,9.99347181008904,11-Nov-2019 20,50,3,0.4
124.34703264095,1940258.45697329,126.287685459941,156415.519287834,130.765875370921,4147891.39317507,131.231602373887,4737279.04599407,128.829525222552,14983050.3649852,125.878189910979,24030953.2225519,139.071364985163,98354391.4421365,105.109940652818,74917746.1839763,9.91780415430268,11-Nov-2019 21,45,4,0.4
124.379049034175,1941929.37147103,126.295096582467,156155.185735513,130.787072808322,4555844.32095097,131.2441307578,4986863.41753343,128.837592867756,15561350.6359584,125.890638930164,24822486.1693908,139.082615156018,98363244.9806835,105.119910846953,75487504.8915305,9.89375928677558,11-Nov-2019 22,42,4,0.4
124.375667655786,1954212.34718101,126.290207715134,156725.473293769,130.780415430267,5187093.61721068,131.243175074184,5461819.36646884,128.832195845698,15643860.1587537,125.883382789318,24860980.379822,139.078783382789,98694281.1869436,105.115578635014,76254693.7448071,9.99451038575667,11-Nov-2019 23,41,4,0.4
124.343684992571,1931363.93907875,126.286478454681,154835.194650817,130.766567607727,4913688.1872214,131.238335809806,5234737.30312036,128.825705794948,15544721.6582467,125.879049034175,24666341.5096582,139.076523031204,98647402.1515602,105.112927191678,76842038.6567608,10.0591381872214,12-Nov-2019 00,39,4,0.4
124.38175074184,1943967.9925816,126.29821958457,155218.971810089,130.795697329378,5869857.17804154,131.280415430267,5995980.21216617,128.839169139466,15805431.0712166,125.904599406528,24978090.1454006,139.086350148368,98622794.5994065,105.121364985163,76953332.0830861,9.91068249258157,12-Nov-2019 01,40,3,0.4
124.353640416048,1878086.66270431,126.272213967311,151247.109955423,130.750817236256,4073296.94056464,131.237295690936,4493821.32095097,128.820356612185,14899058.371471,125.874145616642,23640100.0178306,139.068647845468,98605856.2615156,105.102674591381,76795274.936107,10.0900445765231,12-Nov-2019 02,40,2,0.3
124.305786350148,1889409.30712166,126.220771513353,152841.428783383,130.690949554896,3634138.02522255,131.175964391691,4117577.31305638,128.765133531157,15161105.6186944,125.809643916914,24127200.0504451,139.01409495549,98906093.9821958,105.083976261127,77783891.7863501,10.5258160237389,12-Nov-2019 03,40,2,0.4
124.260921248143,1899616.87072808,126.194205052006,153157.178306092,130.677563150074,3642752.61515602,131.170579494799,4134901.15156018,128.753046062407,15359660.6270431,125.794056463596,24524183.5661218,139.001188707281,98897947.7682021,105.073997028231,78217616.7607727,10.8175334323923,12-Nov-2019 04,40,2,0.3
124.292433234421,1905829.29376855,126.198516320475,152400.489614243,130.674925816023,3640930.81305638,131.173442136498,4139993.94362018,128.745252225519,15279221.1913947,125.78293768546,24363002.2878338,138.996439169139,98942543.5608309,105.078189910979,78426573.2700297,10.8353115727003,12-Nov-2019 05,39,2,0.3
124.291381872214,1910210.66121843,126.193759286775,152720.261515602,130.668945022288,3648176.96879643,131.173848439822,4152529.30757801,128.752451708767,15394774.9881129,125.782912332838,24543621.3491828,138.99925705795,98990024,105.081723625557,78906714.2466568,10.9019316493314,12-Nov-2019 06,37,2,0.3
124.312462908012,1883024.19881306,126.230415430267,150322.446587537,130.70474777448,3685276.70919881,131.188872403561,4174699.9272997,128.775074183976,15182669.6988131,125.817359050446,24136391.925816,139.032047477745,98961670.2670623,105.08946587537,79019893.388724,10.8188427299703,12-Nov-2019 07,39,2,0.4
124.304747774481,1885677.80563798,126.226261127596,149763.658753709,130.695252225519,3589556.09940653,131.188872403561,4079761.44658754,128.770474777448,15288473.7002967,125.810089020772,24348986.9970326,139.023293768546,98946807.9525222,105.08887240356,78881608.1780415,10.9339762611276,12-Nov-2019 08,42,2,0.5
124.291084695394,1893569.59732541,126.216344725111,150326.326894502,130.693016344725,3611410.67756315,131.193164933135,4105753.7756315,128.775631500743,15423907.1634473,125.806389301634,24728734.8885587,139.023625557207,98872415.679049,105.082020802377,77788654.3239227,11.0976225854383,12-Nov-2019 09,41,3,0.4
124.295548961425,1947825.00148368,126.211424332344,152657.216617211,130.689762611276,4449124.81008902,131.177744807122,4858730.53560831,128.752522255193,16231220.8738872,125.800741839763,26066712.15727,139.006528189911,98963450.6706231,105.075222551928,78352194.5994065,11.1384272997033,12-Nov-2019 10,38,5,0.4
124.281940298507,2081468.99552239,126.193880597015,159386.746268657,130.682089552239,6818166.8641791,131.17223880597,6855265.59701493,128.751641791045,18346148.6940298,125.791492537313,29321406.7253731,138.988358208955,98958966.4835821,105.063582089552,78693433.7791045,11.295223880597,12-Nov-2019 11,38,6,0.4
124.154302670623,2486922.81305638,126.043323442136,179707.108308605,130.536350148367,12642642.1142433,131.03709198813,11472065.5459941,128.633086053412,23731462.8486647,125.660089020771,38204831.8189911,138.849703264096,98994834.8249258,104.973442136499,80530393.7448071,12.6939169139466,12-Nov-2019 12,34,11,0.4
123.94294205052,4622866.448737,125.845616641902,279725.838038633,130.282317979198,25804168.1218425,130.811292719168,22955024.97474,128.447548291233,51848749.6255572,125.395690936107,79834991.268945,138.62882615156,99000000,104.848439821695,80737549.396731,15.955720653789,12-Nov-2019 13,38,11,0.4
124.150161812298,4089405.47572816,126.049190938511,235735.737864078,130.539644012945,27992089.7152104,131.053721682848,25007852.1391586,128.618608414239,35186720.0517799,125.62783171521,53957815.5210356,138.815533980583,98990693.7993528,104.96213592233,78986509.2427184,13.7296116504854,12-Nov-2019 14,34,13,0.4
124.238130563798,4606154.35014837,126.126706231454,274589.117210682,130.604005934718,29528078.7833828,131.113056379822,27741961.9317507,128.660237388724,50702413.0652819,125.694658753709,71270027.9347181,138.886646884273,99000000,105.004154302671,81664650.6587537,12.7308605341247,12-Nov-2019 15,32,16,0.4
124.221396731055,7103899.49182764,126.093462109955,399880.748885587,130.547548291233,34340508.9717682,131.062407132244,32807966.9301634,128.637295690936,72655556.5824666,125.652005943536,89131785.2124814,138.862407132244,99000000,104.978306092125,85078265.3670134,13.0338781575037,12-Nov-2019 16,35,14,0.4
124.193313521545,7684375.70282318,126.068053491827,417058.11589896,130.530906389301,38697955.8930163,131.038781575037,36319653.191679,128.613521545319,75496964.4725111,125.621248142645,90002554.9182764,138.840118870728,99000000,104.959732540862,85438861.5037147,13.2077265973254,12-Nov-2019 17,39,12,0.4
124.18154311649,7888082.32677761,126.067170953101,404308.809379728,130.531316187594,40400425.8577912,131.043872919818,37087214.387292,128.620574886536,62724208.5083207,125.624205748865,75756034.0574887,138.849319213313,99000000,104.961422087746,82827905.4644478,13.0441754916793,12-Nov-2019 18,48,6,0.4
124.147845468053,3870668.57057949,126.036255572065,204391.101040119,130.549925705795,32044583.5156018,131.061812778603,28866360.1218425,128.623922734027,30824051.5007429,125.638187221397,46383904.7429421,138.846656760773,99000000,104.962258543834,80541885.0044577,13.1130757800892,12-Nov-2019 19,45,10,0.5
124.167359050445,4928264.82937685,126.06528189911,282405.985163205,130.554599406528,35548571.6439169,131.060682492582,32873210.8367953,128.634569732938,47922152.8664688,125.650445103858,62790755.3976261,138.862611275964,99000000,104.973887240356,82096941.3412463,13.0041543026706,12-Nov-2019 20,41,13,0.4
124.051263001486,7181725.20802377,125.960772659732,388978.796433878,130.422585438336,39457251.6760773,130.945170876671,36556370.9925706,128.535958395245,72238514.077266,125.516047548291,82960529.3670134,138.745616641902,99000000,104.91396731055,86486179.0430906,14.8580980683507,12-Nov-2019 21,31,22,0.4
124.272956909361,18010167.4650817,126.160624071322,1255965.69836553,130.567607726597,49897253.2362556,131.079791976226,45587600.97474,128.650668647845,98870665.141159,125.664190193165,99000000,138.909063893016,99000000,104.990936106984,88578533.4561664,13.8249628528975,12-Nov-2019 22,25,33,0.3
124.284421364985,33966483.6290801,126.181899109792,33774395.5756677,130.550445103858,63785743.9881306,131.074480712166,55733067.6498516,128.635163204747,99000000,125.655786350148,99000000,138.925222551929,99000000,104.99762611276,93538862.8486647,14.0740356083086,12-Nov-2019 23,15,51,0.2
124.340267459139,44410105.2362556,126.266716196137,99000000,130.602228826151,82865308.8142645,131.113521545319,69717017.1946508,128.663447251114,99000000,125.69970282318,99000000,139.003714710252,99000000,105.047251114413,97518567.6315007,13.0234769687965,13-Nov-2019 00,10,58,0.3
124.383679525223,44138477.9940653,126.311424332345,99000000,130.645845697329,92774492.1068249,131.155637982196,77747524.5578635,128.697922848664,99000000,125.737833827893,99000000,139.050445103858,99000000,105.06706231454,98139823.3234421,12.3066765578635,13-Nov-2019 01,7,63,0.2
124.436255572066,44410105.2362556,126.361664190193,99000000,130.695839524517,97104182.7994056,131.203268945022,82044448.5824666,128.752600297177,99000000,125.788855869242,99000000,139.110401188707,99000000,105.087667161961,98253602.2942051,11.952897473997,13-Nov-2019 02,8,63,0.2
124.529525222552,42666668,126.459347181009,99000000,130.766913946588,91421570.8367953,131.298367952523,76900133.4124629,128.814836795253,99000000,125.863798219585,99000000,139.161275964392,99000000,105.127299703263,96239514.3620178,11.2022255192879,13-Nov-2019 03,8,64,0.2
