Risc_1,Signal_1,Risc_2,Signal_2,Risc_3,Signal_3,Risc_4,Signal_4,Risc_5,Signal_5,Risc_6,Signal_6,Risc_7,Signal_7,Risc_8,Signal_8,Rh,Data,no2,o3,co
122.761690140845,2260328.15915493,124.507042253521,140569.88028169,129.218732394367,6826878.06056338,128.195211267605,8498463.04929577,129.795915492958,16311958.3126761,126.993802816901,25188728.3070423,138.039014084507,100298288.405634,105.618732394366,63776995.3408451,17.816338028169,17-Oct-2019 06,22,2,0.6
122.767369901547,2135180.54289733,124.53417721519,135523.341772152,129.229676511955,5339038.70745429,128.209423347398,6679863.47819972,129.809985935302,14400814.4810127,127.004078762307,22577453.2405063,138.06258790436,96869854.8185654,105.630379746835,61696442.6610408,17.5610407876231,17-Oct-2019 07,33,2,0.8
122.771167369901,2154932.10126582,124.525035161744,141675.891701828,129.219127988748,4925773.29676512,128.206329113924,6152417.21097046,129.812095639944,15595096.8551336,127.007454289733,24549034.8945148,138.055836849508,101648632.517581,105.627707454289,64321359.8762307,17.7151898734177,17-Oct-2019 08,39,3,0.9
122.75661971831,2158796.57887324,124.514084507042,142964.081690141,129.204647887324,4807751.34507042,128.179154929577,5875200.26760563,129.794647887324,15483901.5971831,126.985492957746,24604680.0253521,138.047183098591,99717441.5774648,105.606478873239,63015159.5605634,17.5604225352113,17-Oct-2019 09,35,4,0.6
122.769901547117,2159572.22081575,124.543319268636,143287.711673699,129.215049226442,5190080.53445851,128.190014064698,6094476.32630098,129.809423347398,16418451.8452883,126.998452883263,25752820.1940928,138.062728551337,102653512.787623,105.618002812939,64762517.3108298,17.1786216596343,17-Oct-2019 10,27,8,0.5
122.767088607595,2509765.17018284,124.524753867791,164953.568213783,129.210407876231,14045411.9142053,128.181715893108,13391234.1111111,129.7870604782,27504170.5738397,126.969198312236,38412799.4317862,138.032208157524,111870190.739803,105.60970464135,70134401.2995781,17.8793248945147,17-Oct-2019 11,21,15,0.5
122.805344585092,4093297.47679325,124.54458509142,231952.679324895,129.223206751055,33646323.1279887,128.205344585092,30067874.3291139,129.801406469761,64393977.209564,126.984950773558,75311839.4036568,138.050914205344,118505552.360056,105.631223628692,73343837.8396624,17.9462728551337,17-Oct-2019 12,19,24,0.5
122.823943661972,17797268.6957746,124.574647887324,906407.005633803,129.235633802817,59996858.3774648,128.208591549296,57250980.2816901,129.829577464789,218219885.577465,126.976478873239,229260831.560563,138.025352112676,131450672.890141,105.650704225352,78098232.2816901,19.3123943661972,17-Oct-2019 13,18,36,0.6
122.776090014065,43613852.0168776,124.567229254571,12315528.2180028,129.18776371308,95163910.4697609,128.165260196906,91051172.5232068,129.754430379747,473107046.030942,126.944303797468,473339546.149086,138.031223628692,142636024.326301,105.614767932489,81363338.2390999,19.1364275668073,17-Oct-2019 14,21,51,0.5
122.804360056259,61111628.1518987,124.588326300985,115291695.561181,129.147679324894,129555684.905767,128.145288326302,123187222.312236,129.690154711673,492002970.734177,126.912798874824,492936471.178622,138.029395218003,147953085.108298,105.637974683544,82861573.5583685,18.9379746835443,17-Oct-2019 15,21,53,0.4
122.857383966245,62309895.5274262,124.64458509142,124205006.987342,129.170745428973,155386256.877637,128.194655414909,146794341.95218,129.736708860759,496950292.613221,126.952461322082,497574804.16315,138.072714486639,151892179.499297,105.637834036568,84148433.8677918,19.4786216596343,17-Oct-2019 16,26,54,0.5
122.838677918425,65259476.7594937,124.629676511955,131072000,129.16905766526,164317537.620253,128.164978902954,159253037.479606,129.724472573839,499000000,126.940084388186,499000000,138.057383966245,148851048.101266,105.621237693389,82879410.4528833,19.942194092827,17-Oct-2019 17,56,23,0.5
122.765400843881,33626444.9367089,124.552883263009,34623312.2180028,129.164416315049,127337453.018284,128.150492264416,117706736.495077,129.763713080169,239718827.066104,126.900984528833,256155998.610408,138.002953586498,127326119.80872,105.603375527426,74036038.5147679,21.0254571026722,17-Oct-2019 18,62,20,0.5
122.808732394366,20656599.4929577,124.535492957746,650143.007042254,129.118732394367,105624595.278873,128.160281690141,97914172.2816901,129.752112676057,204493879.188732,126.90985915493,217266294.91831,138.009014084506,121234819.921127,105.607887323944,71704601.8478873,21.4921126760563,17-Oct-2019 19,48,33,0.6
122.825597749649,41386304.8270042,124.605485232067,7464907.45428973,129.169338959212,127115202.981716,128.179887482419,121335303.966245,129.734458509142,399631867.353024,126.919971870605,408522245.37834,138.032489451477,129165713.957806,105.605063291139,74780244.3431786,20.7883263009846,17-Oct-2019 20,40,35,0.6
122.848523206751,45715428.9957806,124.628551336146,10897268.9212377,129.162165963431,136750119.831224,128.174402250351,129395971.611814,129.762728551336,448632104.146273,126.909704641351,453339816.528833,138.046272855134,129875509.963432,105.61870604782,74988930.1097046,20.8278481012658,17-Oct-2019 21,57,14,0.6
122.78129395218,17272194.9001406,124.533614627285,607424.334739803,129.168495077356,97530872.3825598,128.158649789029,84221939.1898734,129.744163150493,113431447.443038,126.914627285514,133069275.105485,138.021518987341,113764960.528833,105.603656821378,68879805.164557,20.4482419127989,17-Oct-2019 22,50,10,0.6
122.833895921237,7424863.18706048,124.587341772152,231982.139240506,129.250773558368,70524359.257384,128.238677918425,59584954.8748242,129.814767932489,46834633.7524613,126.986497890296,56351290.2025316,138.061744022504,107647039.887482,105.62517580872,67395047.628692,19.4998593530239,17-Oct-2019 23,38,13,0.6
122.814788732395,7526714.35211268,124.572535211268,254535.336619718,129.234366197183,70253165.2394366,128.202676056338,60213777.0704225,129.787746478873,62970816.3492958,126.968873239437,73416863.7802817,138.061971830986,111735581.476056,105.607887323943,69493126.3211268,19.021690140845,18-Oct-2019 00,32,11,0.5
122.813924050633,6592646.38115331,124.578340365681,236592.749648383,129.252461322082,65871189.8677918,128.227426160338,55615101.7496484,129.815189873418,48519357.3445851,126.993248945147,59113527.1111111,138.06329113924,110523518.019691,105.629817158931,69051740.1462729,19.0471167369901,18-Oct-2019 01,26,12,0.5
122.958309859155,5310521.98450704,124.710281690141,206812.488732394,129.375915492958,57225882.9577465,128.343943661972,48636695.8760563,129.912676056338,40021582.5549296,127.095492957747,48180388.6957746,138.173802816901,106791472.225352,105.695915492957,67842181.8366197,16.9215492957747,18-Oct-2019 02,20,13,0.5
123.046976090014,4655180.91842475,124.805625879044,191125.994374121,129.446272855134,49335194.0984529,128.422503516174,42091368.6300985,129.97876230661,34967287.5302391,127.182278481013,42122629.9156118,138.267088607595,101525910.447257,105.735302390998,64906442.2165963,15.2769338959213,18-Oct-2019 03,19,10,0.5
123.045774647887,3703953.57323944,124.801126760563,170173.450704225,129.465774647887,41324342.2760563,128.435915492958,35525907.5690141,129.985070422535,27210848.1211268,127.189154929578,34712032.4619718,138.287605633802,104846088.664789,105.729014084507,67288203.6732394,15.0316901408451,18-Oct-2019 04,20,10,0.5
123.045850914205,3489966.74683544,124.822503516174,172039.547116737,129.473417721519,40145928.8607595,128.454430379746,34557946.2559775,130.004078762306,25696727.0492264,127.212517580872,33417661.3980309,138.296624472574,109817273.710267,105.75358649789,70304113.350211,14.82194092827,18-Oct-2019 05,28,6,0.6
122.987887323944,3013924.16619718,124.750281690141,155507.346478873,129.441830985916,34293096.7774648,128.40661971831,28838738.7915493,129.955492957746,19643113.4619718,127.160140845071,27513126.4591549,138.244366197183,106378791.211268,105.710704225352,68381884.7943662,15.2922535211267,18-Oct-2019 06,30,4,0.7
122.974507042254,2549542.58732394,124.727887323944,142046.201408451,129.432676056338,27149959.6619718,128.391830985916,23121920.6619718,129.942394366197,15830545.571831,127.134788732395,23681128.3746479,138.227183098592,103418623.819718,105.696056338028,66446376.9464789,15.4518309859155,18-Oct-2019 07,32,3,1
122.982841068917,2277811.94374121,124.757102672293,134096.049226442,129.458649789029,19475571.2911392,128.425035161744,17438913.0379747,129.968917018284,14034186.6779184,127.181856540084,21555670.4585091,138.244725738397,97867234.5879044,105.717158931083,63352144.9451477,15.0533052039382,18-Oct-2019 08,38,3,0.9
123.002394366197,2160740.23239437,124.769436619718,134692.823943662,129.46661971831,13918278.7211268,128.428028169014,13895385.2197183,129.976056338028,14290534.7830986,127.179718309859,22154807.4112676,138.266197183099,98342946.5352113,105.725070422535,63191582.2535211,15.1911267605634,18-Oct-2019 09,43,4,0.8
122.970604781997,2118806.23488045,124.751054852321,134498.091420534,129.426722925457,9719827.48945148,128.403375527426,10632931.2686357,129.949789029536,14867282.3319269,127.15864978903,23130492.5035162,138.236427566807,96250329.0126582,105.703797468354,61595653.766526,15.810970464135,18-Oct-2019 10,39,5,0.7
122.952535211268,2183007.87887324,124.725915492958,138497.976056338,129.408591549296,8925959.59577465,128.384647887324,9830280.15774648,129.937323943662,16756825.7211268,127.141408450704,25653853.3943662,138.233943661972,99599722.9521127,105.705915492957,63752941.171831,16.096338028169,18-Oct-2019 11,32,11,0.6
122.954149085795,2677438.25035162,124.721518987342,166048.289732771,129.383684950774,20028523.9971871,128.363994374121,18236173.3277075,129.929535864979,31425817.4964838,127.130661040787,41502706.3853727,138.223628691984,107868797.232068,105.691842475387,68299439.1898734,16.0361462728552,18-Oct-2019 12,28,19,0.5
122.982253521127,6107887.34929577,124.726056338028,301532.491549296,129.359014084507,41031504.7126761,128.343098591549,36665709.3464789,129.902676056338,87293484.7014084,127.097323943662,99962824.3098592,138.187042253521,115201489.476056,105.68028169014,71463209.8647887,16.9501408450704,18-Oct-2019 13,27,30,0.7
122.895921237693,22602165.4205345,124.64388185654,2588560.36005626,129.242475386779,68883379.0098453,128.241772151899,63770840.2869198,129.805063291139,269168462.52602,126.990717299578,282246303.336146,138.106188466948,128439415.077356,105.620534458509,76293349.4796062,19.0466947960619,18-Oct-2019 14,20,52,0.6
123.008961593172,48351831.4992888,124.758321479374,102483868.328592,129.274537695591,118453303.897582,128.262304409674,108652466.230441,129.84253200569,483486697.74111,127.041394025604,484682397.951636,138.200853485064,141675304.739687,105.684779516358,80319338.3100996,18.7944523470839,18-Oct-2019 15,21,55,0.5
122.932394366198,56905554.0619718,124.759718309859,112741905.833803,129.274225352112,152781989.735211,128.319436619718,137768509.273239,129.842394366197,488044680.292958,127.032676056338,488948462.647887,138.136478873239,143565660.259155,105.67,80432328.0338028,19.8195774647887,18-Oct-2019 16,24,48,0.6
122.978340365682,46071836.883263,124.754149085794,105821466.292546,129.261744022503,148182301.400844,128.250210970464,132389236.54571,129.820956399437,460846256.495077,127.020393811534,464631021.862166,138.161181434599,138048782.109705,105.648945147679,78672619.5105485,19.5416315049226,18-Oct-2019 17,34,32,0.6
122.991842475386,32996679.1814346,124.765541490858,11997200.4697609,129.307172995781,120682074.992968,128.280309423348,106275499.64557,129.870745428973,310289160.348804,127.054008438818,328083599.639944,138.201687763713,127522047.763713,105.666947960618,74787965.1870605,19.0322081575246,18-Oct-2019 18,51,20,0.5
122.996901408451,14593455.0422535,124.747746478873,489142.991549296,129.347323943662,91158101.9267606,128.335070422535,78839799.7859155,129.891408450705,125967136.078873,127.092957746479,141494307.673239,138.207323943662,115781947.098592,105.68014084507,69994885.9492958,18.3533802816901,18-Oct-2019 19,51,20,0.6
123.025879043601,12973503.95218,124.802531645569,448170.924050633,129.395921237693,81940061.0745429,128.361322081575,70323429.7721519,129.920534458509,106332632.686357,127.128270042194,120543896.838256,138.23488045007,111582561.440225,105.692405063291,68547726.9704641,17.5330520393812,18-Oct-2019 20,60,8,0.6
122.982112676056,5688501.71971831,124.755352112676,213399.038028169,129.397605633803,59321773.7126761,128.386338028169,48893236.3661972,129.924366197183,32609396.3042254,127.134366197183,42078154.1070423,138.226197183099,103735296.23662,105.698309859155,65827680.0676056,17.572676056338,18-Oct-2019 21,60,5,0.6
122.946835443038,3944322.65963432,124.718565400844,171747.547116737,129.388185654008,42701425.1758087,128.380731364275,35490335.0548523,129.917440225035,20188354.0590717,127.120815752461,29402985.0661041,138.201406469761,101820318.087201,105.685935302391,64904934.7791842,17.8351617440225,18-Oct-2019 22,48,7,0.7
122.976901408451,3540903.16197183,124.75323943662,172434.05915493,129.404788732394,39610777.2450704,128.400985915492,33848897.3183099,129.934366197183,25075755.7070423,127.127323943662,34680090.6309859,138.228309859155,103122328.067606,105.694084507042,65697020.3380282,17.9280281690141,18-Oct-2019 23,53,3,0.7
